,Program,Year,Period,State,ANSI,Affected by,Pct of Colonies Impacted,state_code
337,SURVEY,2017,JAN THRU MAR,California,6,Other,6.6,CA
338,SURVEY,2017,JAN THRU MAR,California,6,Pesticides,9.2,CA
339,SURVEY,2017,JAN THRU MAR,California,6,Pests_excl_Varroa,12.6,CA
340,SURVEY,2017,JAN THRU MAR,California,6,Unknown,6.3,CA
341,SURVEY,2017,JAN THRU MAR,California,6,Varroa_mites,37.7,CA
342,SURVEY,2017,APR THRU JUN,California,6,Disease,3.1,CA
343,SURVEY,2017,APR THRU JUN,California,6,Other,4.8,CA
344,SURVEY,2017,APR THRU JUN,California,6,Pesticides,13.0,CA
345,SURVEY,2017,APR THRU JUN,California,6,Pests_excl_Varroa,7.7,CA
346,SURVEY,2017,APR THRU JUN,California,6,Unknown,3.4,CA
347,SURVEY,2017,APR THRU JUN,California,6,Varroa_mites,38.0,CA
348,SURVEY,2017,JUL THRU SEP,California,6,Disease,5.6,CA
349,SURVEY,2017,JUL THRU SEP,California,6,Other,10.1,CA
350,SURVEY,2017,JUL THRU SEP,California,6,Pesticides,13.4,CA
351,SURVEY,2017,JUL THRU SEP,California,6,Pests_excl_Varroa,15.8,CA
352,SURVEY,2017,JUL THRU SEP,California,6,Unknown,3.6,CA
353,SURVEY,2017,JUL THRU SEP,California,6,Varroa_mites,42.3,CA
354,SURVEY,2017,OCT THRU DEC,California,6,Disease,7.4,CA
355,SURVEY,2017,OCT THRU DEC,California,6,Other,17.1,CA
356,SURVEY,2017,OCT THRU DEC,California,6,Pesticides,17.0,CA
357,SURVEY,2017,OCT THRU DEC,California,6,Pests_excl_Varroa,14.1,CA
358,SURVEY,2017,OCT THRU DEC,California,6,Unknown,6.3,CA
359,SURVEY,2017,OCT THRU DEC,California,6,Varroa_mites,47.9,CA
360,SURVEY,2016,JAN THRU MAR,California,6,Disease,9.0,CA
361,SURVEY,2016,JAN THRU MAR,California,6,Other,8.4,CA
362,SURVEY,2016,JAN THRU MAR,California,6,Pesticides,13.5,CA
363,SURVEY,2016,JAN THRU MAR,California,6,Pests_excl_Varroa,15.2,CA
364,SURVEY,2016,JAN THRU MAR,California,6,Unknown,4.4,CA
365,SURVEY,2016,JAN THRU MAR,California,6,Varroa_mites,38.1,CA
366,SURVEY,2016,APR THRU JUN,California,6,Disease,11.2,CA
367,SURVEY,2016,APR THRU JUN,California,6,Other,15.3,CA
368,SURVEY,2016,APR THRU JUN,California,6,Pesticides,14.2,CA
369,SURVEY,2016,APR THRU JUN,California,6,Pests_excl_Varroa,14.1,CA
370,SURVEY,2016,APR THRU JUN,California,6,Unknown,2.6,CA
371,SURVEY,2016,APR THRU JUN,California,6,Varroa_mites,49.7,CA
372,SURVEY,2016,JUL THRU SEP,California,6,Disease,8.5,CA
373,SURVEY,2016,JUL THRU SEP,California,6,Other,10.4,CA
374,SURVEY,2016,JUL THRU SEP,California,6,Pesticides,18.8,CA
375,SURVEY,2016,JUL THRU SEP,California,6,Pests_excl_Varroa,17.8,CA
376,SURVEY,2016,JUL THRU SEP,California,6,Unknown,6.9,CA
377,SURVEY,2016,JUL THRU SEP,California,6,Varroa_mites,42.2,CA
378,SURVEY,2016,OCT THRU DEC,California,6,Disease,8.0,CA
379,SURVEY,2016,OCT THRU DEC,California,6,Other,9.6,CA
380,SURVEY,2016,OCT THRU DEC,California,6,Pesticides,9.1,CA
381,SURVEY,2016,OCT THRU DEC,California,6,Pests_excl_Varroa,13.7,CA
382,SURVEY,2016,OCT THRU DEC,California,6,Unknown,3.5,CA
383,SURVEY,2016,OCT THRU DEC,California,6,Varroa_mites,41.9,CA
384,SURVEY,2015,JAN THRU MAR,California,6,Disease,3.0,CA
385,SURVEY,2015,JAN THRU MAR,California,6,Other,6.5,CA
386,SURVEY,2015,JAN THRU MAR,California,6,Pesticides,7.5,CA
387,SURVEY,2015,JAN THRU MAR,California,6,Pests_excl_Varroa,7.2,CA
388,SURVEY,2015,JAN THRU MAR,California,6,Unknown,2.8,CA
389,SURVEY,2015,JAN THRU MAR,California,6,Varroa_mites,24.7,CA
390,SURVEY,2015,APR THRU JUN,California,6,Disease,7.8,CA
391,SURVEY,2015,APR THRU JUN,California,6,Other,14.2,CA
392,SURVEY,2015,APR THRU JUN,California,6,Pesticides,23.0,CA
393,SURVEY,2015,APR THRU JUN,California,6,Pests_excl_Varroa,21.5,CA
394,SURVEY,2015,APR THRU JUN,California,6,Unknown,3.1,CA
395,SURVEY,2015,APR THRU JUN,California,6,Varroa_mites,50.9,CA
396,SURVEY,2015,JUL THRU SEP,California,6,Disease,12.5,CA
397,SURVEY,2015,JUL THRU SEP,California,6,Other,15.0,CA
398,SURVEY,2015,JUL THRU SEP,California,6,Pesticides,19.6,CA
399,SURVEY,2015,JUL THRU SEP,California,6,Pests_excl_Varroa,20.4,CA
400,SURVEY,2015,JUL THRU SEP,California,6,Unknown,4.7,CA
401,SURVEY,2015,JUL THRU SEP,California,6,Varroa_mites,39.9,CA
402,SURVEY,2015,OCT THRU DEC,California,6,Disease,6.2,CA
403,SURVEY,2015,OCT THRU DEC,California,6,Other,10.5,CA
404,SURVEY,2015,OCT THRU DEC,California,6,Pesticides,11.7,CA
405,SURVEY,2015,OCT THRU DEC,California,6,Pests_excl_Varroa,12.7,CA
406,SURVEY,2015,OCT THRU DEC,California,6,Unknown,7.3,CA
407,SURVEY,2015,OCT THRU DEC,California,6,Varroa_mites,37.3,CA
408,SURVEY,2019,JAN THRU MAR,Colorado,8,Disease,0.0,CO
409,SURVEY,2019,JAN THRU MAR,Colorado,8,Other,2.5,CO
410,SURVEY,2019,JAN THRU MAR,Colorado,8,Pesticides,0.0,CO
411,SURVEY,2019,JAN THRU MAR,Colorado,8,Pests_excl_Varroa,0.3,CO
412,SURVEY,2019,JAN THRU MAR,Colorado,8,Unknown,0.6,CO
413,SURVEY,2019,JAN THRU MAR,Colorado,8,Varroa_mites,11.2,CO
414,SURVEY,2018,JAN THRU MAR,Colorado,8,Disease,3.8,CO
415,SURVEY,2018,JAN THRU MAR,Colorado,8,Other,13.7,CO
416,SURVEY,2018,JAN THRU MAR,Colorado,8,Pesticides,0.5,CO
417,SURVEY,2018,JAN THRU MAR,Colorado,8,Pests_excl_Varroa,0.8,CO
418,SURVEY,2018,JAN THRU MAR,Colorado,8,Unknown,2.4,CO
419,SURVEY,2018,JAN THRU MAR,Colorado,8,Varroa_mites,31.7,CO
420,SURVEY,2018,APR THRU JUN,Colorado,8,Disease,12.7,CO
421,SURVEY,2018,APR THRU JUN,Colorado,8,Other,4.2,CO
422,SURVEY,2018,APR THRU JUN,Colorado,8,Pesticides,3.6,CO
423,SURVEY,2018,APR THRU JUN,Colorado,8,Pests_excl_Varroa,0.0,CO
424,SURVEY,2018,APR THRU JUN,Colorado,8,Unknown,0.5,CO
425,SURVEY,2018,APR THRU JUN,Colorado,8,Varroa_mites,41.7,CO
426,SURVEY,2018,JUL THRU SEP,Colorado,8,Disease,5.6,CO
427,SURVEY,2018,JUL THRU SEP,Colorado,8,Other,8.5,CO
428,SURVEY,2018,JUL THRU SEP,Colorado,8,Pesticides,2.9,CO
429,SURVEY,2018,JUL THRU SEP,Colorado,8,Pests_excl_Varroa,16.6,CO
430,SURVEY,2018,JUL THRU SEP,Colorado,8,Unknown,4.5,CO
431,SURVEY,2018,JUL THRU SEP,Colorado,8,Varroa_mites,72.6,CO
432,SURVEY,2018,OCT THRU DEC,Colorado,8,Disease,1.0,CO
433,SURVEY,2018,OCT THRU DEC,Colorado,8,Other,6.1,CO
434,SURVEY,2018,OCT THRU DEC,Colorado,8,Pesticides,0.0,CO
435,SURVEY,2018,OCT THRU DEC,Colorado,8,Pests_excl_Varroa,5.9,CO
436,SURVEY,2018,OCT THRU DEC,Colorado,8,Unknown,1.2,CO
437,SURVEY,2018,OCT THRU DEC,Colorado,8,Varroa_mites,73.2,CO
438,SURVEY,2017,JAN THRU MAR,Colorado,8,Disease,0.0,CO
439,SURVEY,2017,JAN THRU MAR,Colorado,8,Other,2.6,CO
440,SURVEY,2017,JAN THRU MAR,Colorado,8,Pesticides,0.9,CO
441,SURVEY,2017,JAN THRU MAR,Colorado,8,Pests_excl_Varroa,0.0,CO
442,SURVEY,2017,JAN THRU MAR,Colorado,8,Unknown,0.4,CO
443,SURVEY,2017,JAN THRU MAR,Colorado,8,Varroa_mites,17.0,CO
444,SURVEY,2017,APR THRU JUN,Colorado,8,Disease,5.3,CO
445,SURVEY,2017,APR THRU JUN,Colorado,8,Other,4.6,CO
446,SURVEY,2017,APR THRU JUN,Colorado,8,Pesticides,3.2,CO
447,SURVEY,2017,APR THRU JUN,Colorado,8,Pests_excl_Varroa,0.8,CO
448,SURVEY,2017,APR THRU JUN,Colorado,8,Unknown,0.1,CO
449,SURVEY,2017,APR THRU JUN,Colorado,8,Varroa_mites,31.3,CO
450,SURVEY,2017,JUL THRU SEP,Colorado,8,Disease,2.6,CO
451,SURVEY,2017,JUL THRU SEP,Colorado,8,Other,7.8,CO
452,SURVEY,2017,JUL THRU SEP,Colorado,8,Pesticides,9.1,CO
453,SURVEY,2017,JUL THRU SEP,Colorado,8,Pests_excl_Varroa,1.4,CO
454,SURVEY,2017,JUL THRU SEP,Colorado,8,Unknown,1.4,CO
455,SURVEY,2017,JUL THRU SEP,Colorado,8,Varroa_mites,52.9,CO
456,SURVEY,2017,OCT THRU DEC,Colorado,8,Disease,0.2,CO
457,SURVEY,2017,OCT THRU DEC,Colorado,8,Other,15.5,CO
458,SURVEY,2017,OCT THRU DEC,Colorado,8,Pesticides,20.0,CO
459,SURVEY,2017,OCT THRU DEC,Colorado,8,Pests_excl_Varroa,0.7,CO
460,SURVEY,2017,OCT THRU DEC,Colorado,8,Unknown,5.3,CO
461,SURVEY,2017,OCT THRU DEC,Colorado,8,Varroa_mites,30.2,CO
462,SURVEY,2016,JAN THRU MAR,Colorado,8,Disease,0.5,CO
463,SURVEY,2016,JAN THRU MAR,Colorado,8,Other,2.7,CO
464,SURVEY,2016,JAN THRU MAR,Colorado,8,Pesticides,0.2,CO
465,SURVEY,2016,JAN THRU MAR,Colorado,8,Pests_excl_Varroa,4.1,CO
466,SURVEY,2016,JAN THRU MAR,Colorado,8,Unknown,0.2,CO
467,SURVEY,2016,JAN THRU MAR,Colorado,8,Varroa_mites,2.9,CO
468,SURVEY,2016,APR THRU JUN,Colorado,8,Disease,3.3,CO
469,SURVEY,2016,APR THRU JUN,Colorado,8,Other,2.6,CO
470,SURVEY,2016,APR THRU JUN,Colorado,8,Pesticides,1.4,CO
471,SURVEY,2016,APR THRU JUN,Colorado,8,Pests_excl_Varroa,0.8,CO
472,SURVEY,2016,APR THRU JUN,Colorado,8,Unknown,0.3,CO
473,SURVEY,2016,APR THRU JUN,Colorado,8,Varroa_mites,38.7,CO
474,SURVEY,2016,JUL THRU SEP,Colorado,8,Disease,16.8,CO
475,SURVEY,2016,JUL THRU SEP,Colorado,8,Other,10.6,CO
476,SURVEY,2016,JUL THRU SEP,Colorado,8,Pesticides,24.6,CO
477,SURVEY,2016,JUL THRU SEP,Colorado,8,Pests_excl_Varroa,22.4,CO
478,SURVEY,2016,JUL THRU SEP,Colorado,8,Unknown,0.1,CO
479,SURVEY,2016,JUL THRU SEP,Colorado,8,Varroa_mites,49.3,CO
480,SURVEY,2016,OCT THRU DEC,Colorado,8,Disease,0.1,CO
481,SURVEY,2016,OCT THRU DEC,Colorado,8,Other,13.0,CO
482,SURVEY,2016,OCT THRU DEC,Colorado,8,Pesticides,3.1,CO
483,SURVEY,2016,OCT THRU DEC,Colorado,8,Pests_excl_Varroa,1.3,CO
484,SURVEY,2016,OCT THRU DEC,Colorado,8,Unknown,0.1,CO
485,SURVEY,2016,OCT THRU DEC,Colorado,8,Varroa_mites,32.4,CO
486,SURVEY,2015,JAN THRU MAR,Colorado,8,Disease,1.8,CO
487,SURVEY,2015,JAN THRU MAR,Colorado,8,Other,2.6,CO
488,SURVEY,2015,JAN THRU MAR,Colorado,8,Pesticides,0.6,CO
489,SURVEY,2015,JAN THRU MAR,Colorado,8,Pests_excl_Varroa,0.9,CO
490,SURVEY,2015,JAN THRU MAR,Colorado,8,Unknown,5.9,CO
491,SURVEY,2015,JAN THRU MAR,Colorado,8,Varroa_mites,14.6,CO
492,SURVEY,2015,APR THRU JUN,Colorado,8,Disease,4.6,CO
493,SURVEY,2015,APR THRU JUN,Colorado,8,Other,3.4,CO
494,SURVEY,2015,APR THRU JUN,Colorado,8,Pesticides,2.8,CO
495,SURVEY,2015,APR THRU JUN,Colorado,8,Pests_excl_Varroa,1.8,CO
496,SURVEY,2015,APR THRU JUN,Colorado,8,Unknown,6.6,CO
497,SURVEY,2015,APR THRU JUN,Colorado,8,Varroa_mites,38.6,CO
498,SURVEY,2015,JUL THRU SEP,Colorado,8,Disease,2.7,CO
499,SURVEY,2015,JUL THRU SEP,Colorado,8,Other,3.7,CO
500,SURVEY,2015,JUL THRU SEP,Colorado,8,Pesticides,16.5,CO
501,SURVEY,2015,JUL THRU SEP,Colorado,8,Pests_excl_Varroa,1.5,CO
502,SURVEY,2015,JUL THRU SEP,Colorado,8,Unknown,2.7,CO
503,SURVEY,2015,JUL THRU SEP,Colorado,8,Varroa_mites,50.5,CO
504,SURVEY,2015,OCT THRU DEC,Colorado,8,Disease,21.2,CO
505,SURVEY,2015,OCT THRU DEC,Colorado,8,Other,8.4,CO
506,SURVEY,2015,OCT THRU DEC,Colorado,8,Pesticides,19.7,CO
507,SURVEY,2015,OCT THRU DEC,Colorado,8,Pests_excl_Varroa,24.4,CO
508,SURVEY,2015,OCT THRU DEC,Colorado,8,Unknown,1.8,CO
509,SURVEY,2015,OCT THRU DEC,Colorado,8,Varroa_mites,47.6,CO
510,SURVEY,2019,JAN THRU MAR,Connecticut,9,Disease,0.0,CT
511,SURVEY,2019,JAN THRU MAR,Connecticut,9,Other,3.6,CT
512,SURVEY,2019,JAN THRU MAR,Connecticut,9,Pesticides,0.0,CT
513,SURVEY,2019,JAN THRU MAR,Connecticut,9,Pests_excl_Varroa,1.3,CT
514,SURVEY,2019,JAN THRU MAR,Connecticut,9,Unknown,1.7,CT
515,SURVEY,2019,JAN THRU MAR,Connecticut,9,Varroa_mites,10.1,CT
516,SURVEY,2018,JAN THRU MAR,Connecticut,9,Disease,0.0,CT
517,SURVEY,2018,JAN THRU MAR,Connecticut,9,Other,7.7,CT
518,SURVEY,2018,JAN THRU MAR,Connecticut,9,Pesticides,0.8,CT
519,SURVEY,2018,JAN THRU MAR,Connecticut,9,Pests_excl_Varroa,0.7,CT
520,SURVEY,2018,JAN THRU MAR,Connecticut,9,Unknown,3.5,CT
521,SURVEY,2018,JAN THRU MAR,Connecticut,9,Varroa_mites,14.5,CT
522,SURVEY,2018,APR THRU JUN,Connecticut,9,Disease,0.4,CT
523,SURVEY,2018,APR THRU JUN,Connecticut,9,Other,0.8,CT
524,SURVEY,2018,APR THRU JUN,Connecticut,9,Pesticides,0.8,CT
525,SURVEY,2018,APR THRU JUN,Connecticut,9,Pests_excl_Varroa,0.9,CT
526,SURVEY,2018,APR THRU JUN,Connecticut,9,Unknown,0.4,CT
527,SURVEY,2018,APR THRU JUN,Connecticut,9,Varroa_mites,11.1,CT
528,SURVEY,2018,JUL THRU SEP,Connecticut,9,Disease,0.0,CT
529,SURVEY,2018,JUL THRU SEP,Connecticut,9,Other,2.5,CT
530,SURVEY,2018,JUL THRU SEP,Connecticut,9,Pesticides,1.4,CT
531,SURVEY,2018,JUL THRU SEP,Connecticut,9,Pests_excl_Varroa,0.0,CT
532,SURVEY,2018,JUL THRU SEP,Connecticut,9,Unknown,1.2,CT
533,SURVEY,2018,JUL THRU SEP,Connecticut,9,Varroa_mites,13.0,CT
534,SURVEY,2018,OCT THRU DEC,Connecticut,9,Disease,2.3,CT
535,SURVEY,2018,OCT THRU DEC,Connecticut,9,Other,4.2,CT
536,SURVEY,2018,OCT THRU DEC,Connecticut,9,Pesticides,0.9,CT
537,SURVEY,2018,OCT THRU DEC,Connecticut,9,Pests_excl_Varroa,3.6,CT
538,SURVEY,2018,OCT THRU DEC,Connecticut,9,Unknown,2.3,CT
539,SURVEY,2018,OCT THRU DEC,Connecticut,9,Varroa_mites,12.5,CT
540,SURVEY,2017,JAN THRU MAR,Connecticut,9,Disease,0.0,CT
541,SURVEY,2017,JAN THRU MAR,Connecticut,9,Other,6.1,CT
542,SURVEY,2017,JAN THRU MAR,Connecticut,9,Pesticides,0.0,CT
543,SURVEY,2017,JAN THRU MAR,Connecticut,9,Pests_excl_Varroa,1.5,CT
544,SURVEY,2017,JAN THRU MAR,Connecticut,9,Unknown,5.6,CT
545,SURVEY,2017,JAN THRU MAR,Connecticut,9,Varroa_mites,51.5,CT
546,SURVEY,2017,APR THRU JUN,Connecticut,9,Disease,0.0,CT
547,SURVEY,2017,APR THRU JUN,Connecticut,9,Other,1.9,CT
548,SURVEY,2017,APR THRU JUN,Connecticut,9,Pesticides,0.5,CT
549,SURVEY,2017,APR THRU JUN,Connecticut,9,Pests_excl_Varroa,0.2,CT
550,SURVEY,2017,APR THRU JUN,Connecticut,9,Unknown,0.7,CT
551,SURVEY,2017,APR THRU JUN,Connecticut,9,Varroa_mites,9.1,CT
552,SURVEY,2017,JUL THRU SEP,Connecticut,9,Disease,0.1,CT
553,SURVEY,2017,JUL THRU SEP,Connecticut,9,Other,13.0,CT
554,SURVEY,2017,JUL THRU SEP,Connecticut,9,Pesticides,0.0,CT
555,SURVEY,2017,JUL THRU SEP,Connecticut,9,Pests_excl_Varroa,1.5,CT
556,SURVEY,2017,JUL THRU SEP,Connecticut,9,Unknown,0.0,CT
557,SURVEY,2017,JUL THRU SEP,Connecticut,9,Varroa_mites,25.1,CT
558,SURVEY,2017,OCT THRU DEC,Connecticut,9,Disease,0.0,CT
559,SURVEY,2017,OCT THRU DEC,Connecticut,9,Other,1.6,CT
560,SURVEY,2017,OCT THRU DEC,Connecticut,9,Pesticides,0.6,CT
561,SURVEY,2017,OCT THRU DEC,Connecticut,9,Pests_excl_Varroa,2.8,CT
562,SURVEY,2017,OCT THRU DEC,Connecticut,9,Unknown,1.6,CT
563,SURVEY,2017,OCT THRU DEC,Connecticut,9,Varroa_mites,36.4,CT
564,SURVEY,2016,JAN THRU MAR,Connecticut,9,Disease,0.2,CT
565,SURVEY,2016,JAN THRU MAR,Connecticut,9,Other,7.7,CT
566,SURVEY,2016,JAN THRU MAR,Connecticut,9,Pesticides,0.0,CT
567,SURVEY,2016,JAN THRU MAR,Connecticut,9,Pests_excl_Varroa,0.8,CT
568,SURVEY,2016,JAN THRU MAR,Connecticut,9,Unknown,1.7,CT
569,SURVEY,2016,JAN THRU MAR,Connecticut,9,Varroa_mites,12.3,CT
570,SURVEY,2016,APR THRU JUN,Connecticut,9,Disease,0.5,CT
571,SURVEY,2016,APR THRU JUN,Connecticut,9,Other,4.4,CT
572,SURVEY,2016,APR THRU JUN,Connecticut,9,Pesticides,0.3,CT
573,SURVEY,2016,APR THRU JUN,Connecticut,9,Pests_excl_Varroa,0.6,CT
574,SURVEY,2016,APR THRU JUN,Connecticut,9,Unknown,1.2,CT
575,SURVEY,2016,APR THRU JUN,Connecticut,9,Varroa_mites,9.3,CT
576,SURVEY,2016,JUL THRU SEP,Connecticut,9,Disease,0.0,CT
577,SURVEY,2016,JUL THRU SEP,Connecticut,9,Other,5.0,CT
578,SURVEY,2016,JUL THRU SEP,Connecticut,9,Pesticides,0.2,CT
579,SURVEY,2016,JUL THRU SEP,Connecticut,9,Pests_excl_Varroa,1.6,CT
580,SURVEY,2016,JUL THRU SEP,Connecticut,9,Unknown,0.8,CT
581,SURVEY,2016,JUL THRU SEP,Connecticut,9,Varroa_mites,18.8,CT
582,SURVEY,2016,OCT THRU DEC,Connecticut,9,Disease,1.1,CT
583,SURVEY,2016,OCT THRU DEC,Connecticut,9,Other,5.8,CT
584,SURVEY,2016,OCT THRU DEC,Connecticut,9,Pesticides,1.0,CT
585,SURVEY,2016,OCT THRU DEC,Connecticut,9,Pests_excl_Varroa,6.6,CT
586,SURVEY,2016,OCT THRU DEC,Connecticut,9,Unknown,3.2,CT
587,SURVEY,2016,OCT THRU DEC,Connecticut,9,Varroa_mites,14.7,CT
588,SURVEY,2015,JAN THRU MAR,Connecticut,9,Disease,0.0,CT
589,SURVEY,2015,JAN THRU MAR,Connecticut,9,Other,21.2,CT
590,SURVEY,2015,JAN THRU MAR,Connecticut,9,Pesticides,0.0,CT
591,SURVEY,2015,JAN THRU MAR,Connecticut,9,Pests_excl_Varroa,1.4,CT
592,SURVEY,2015,JAN THRU MAR,Connecticut,9,Unknown,2.4,CT
593,SURVEY,2015,JAN THRU MAR,Connecticut,9,Varroa_mites,2.5,CT
594,SURVEY,2015,APR THRU JUN,Connecticut,9,Disease,1.9,CT
595,SURVEY,2015,APR THRU JUN,Connecticut,9,Other,1.0,CT
596,SURVEY,2015,APR THRU JUN,Connecticut,9,Pesticides,0.8,CT
597,SURVEY,2015,APR THRU JUN,Connecticut,9,Pests_excl_Varroa,0.4,CT
598,SURVEY,2015,APR THRU JUN,Connecticut,9,Unknown,0.7,CT
599,SURVEY,2015,APR THRU JUN,Connecticut,9,Varroa_mites,10.2,CT
600,SURVEY,2015,JUL THRU SEP,Connecticut,9,Disease,0.4,CT
601,SURVEY,2015,JUL THRU SEP,Connecticut,9,Other,7.8,CT
602,SURVEY,2015,JUL THRU SEP,Connecticut,9,Pesticides,1.5,CT
603,SURVEY,2015,JUL THRU SEP,Connecticut,9,Pests_excl_Varroa,1.2,CT
604,SURVEY,2015,JUL THRU SEP,Connecticut,9,Unknown,0.0,CT
605,SURVEY,2015,JUL THRU SEP,Connecticut,9,Varroa_mites,39.3,CT
606,SURVEY,2015,OCT THRU DEC,Connecticut,9,Disease,0.5,CT
607,SURVEY,2015,OCT THRU DEC,Connecticut,9,Other,3.4,CT
608,SURVEY,2015,OCT THRU DEC,Connecticut,9,Pesticides,1.1,CT
609,SURVEY,2015,OCT THRU DEC,Connecticut,9,Pests_excl_Varroa,1.7,CT
610,SURVEY,2015,OCT THRU DEC,Connecticut,9,Unknown,2.0,CT
611,SURVEY,2015,OCT THRU DEC,Connecticut,9,Varroa_mites,10.5,CT
612,SURVEY,2019,JAN THRU MAR,Florida,12,Disease,5.5,FL
613,SURVEY,2019,JAN THRU MAR,Florida,12,Other,7.4,FL
614,SURVEY,2019,JAN THRU MAR,Florida,12,Pesticides,22.9,FL
615,SURVEY,2019,JAN THRU MAR,Florida,12,Pests_excl_Varroa,24.8,FL
616,SURVEY,2019,JAN THRU MAR,Florida,12,Unknown,5.5,FL
617,SURVEY,2019,JAN THRU MAR,Florida,12,Varroa_mites,46.9,FL
618,SURVEY,2018,JAN THRU MAR,Florida,12,Disease,4.5,FL
619,SURVEY,2018,JAN THRU MAR,Florida,12,Other,5.5,FL
620,SURVEY,2018,JAN THRU MAR,Florida,12,Pesticides,9.2,FL
621,SURVEY,2018,JAN THRU MAR,Florida,12,Pests_excl_Varroa,15.3,FL
622,SURVEY,2018,JAN THRU MAR,Florida,12,Unknown,16.0,FL
623,SURVEY,2018,JAN THRU MAR,Florida,12,Varroa_mites,31.7,FL
624,SURVEY,2018,APR THRU JUN,Florida,12,Disease,9.6,FL
625,SURVEY,2018,APR THRU JUN,Florida,12,Other,10.1,FL
626,SURVEY,2018,APR THRU JUN,Florida,12,Pesticides,15.5,FL
627,SURVEY,2018,APR THRU JUN,Florida,12,Pests_excl_Varroa,27.5,FL
628,SURVEY,2018,APR THRU JUN,Florida,12,Unknown,21.1,FL
629,SURVEY,2018,APR THRU JUN,Florida,12,Varroa_mites,45.3,FL
630,SURVEY,2018,JUL THRU SEP,Florida,12,Disease,4.2,FL
631,SURVEY,2018,JUL THRU SEP,Florida,12,Other,14.3,FL
632,SURVEY,2018,JUL THRU SEP,Florida,12,Pesticides,7.6,FL
633,SURVEY,2018,JUL THRU SEP,Florida,12,Pests_excl_Varroa,20.5,FL
634,SURVEY,2018,JUL THRU SEP,Florida,12,Unknown,9.8,FL
635,SURVEY,2018,JUL THRU SEP,Florida,12,Varroa_mites,35.0,FL
636,SURVEY,2018,OCT THRU DEC,Florida,12,Disease,9.0,FL
637,SURVEY,2018,OCT THRU DEC,Florida,12,Other,8.0,FL
638,SURVEY,2018,OCT THRU DEC,Florida,12,Pesticides,14.1,FL
639,SURVEY,2018,OCT THRU DEC,Florida,12,Pests_excl_Varroa,22.4,FL
640,SURVEY,2018,OCT THRU DEC,Florida,12,Unknown,6.7,FL
641,SURVEY,2018,OCT THRU DEC,Florida,12,Varroa_mites,46.7,FL
642,SURVEY,2017,JAN THRU MAR,Florida,12,Disease,1.5,FL
643,SURVEY,2017,JAN THRU MAR,Florida,12,Other,6.2,FL
644,SURVEY,2017,JAN THRU MAR,Florida,12,Pesticides,14.2,FL
645,SURVEY,2017,JAN THRU MAR,Florida,12,Pests_excl_Varroa,14.8,FL
646,SURVEY,2017,JAN THRU MAR,Florida,12,Unknown,17.9,FL
647,SURVEY,2017,JAN THRU MAR,Florida,12,Varroa_mites,37.6,FL
648,SURVEY,2017,APR THRU JUN,Florida,12,Disease,6.1,FL
649,SURVEY,2017,APR THRU JUN,Florida,12,Other,6.5,FL
650,SURVEY,2017,APR THRU JUN,Florida,12,Pesticides,9.0,FL
651,SURVEY,2017,APR THRU JUN,Florida,12,Pests_excl_Varroa,14.4,FL
652,SURVEY,2017,APR THRU JUN,Florida,12,Unknown,18.9,FL
653,SURVEY,2017,APR THRU JUN,Florida,12,Varroa_mites,36.5,FL
654,SURVEY,2017,JUL THRU SEP,Florida,12,Disease,3.7,FL
655,SURVEY,2017,JUL THRU SEP,Florida,12,Other,11.4,FL
656,SURVEY,2017,JUL THRU SEP,Florida,12,Pesticides,6.3,FL
657,SURVEY,2017,JUL THRU SEP,Florida,12,Pests_excl_Varroa,13.2,FL
658,SURVEY,2017,JUL THRU SEP,Florida,12,Unknown,21.5,FL
659,SURVEY,2017,JUL THRU SEP,Florida,12,Varroa_mites,42.9,FL
660,SURVEY,2017,OCT THRU DEC,Florida,12,Disease,7.5,FL
661,SURVEY,2017,OCT THRU DEC,Florida,12,Other,7.6,FL
662,SURVEY,2017,OCT THRU DEC,Florida,12,Pesticides,10.4,FL
663,SURVEY,2017,OCT THRU DEC,Florida,12,Pests_excl_Varroa,16.8,FL
664,SURVEY,2017,OCT THRU DEC,Florida,12,Unknown,26.2,FL
665,SURVEY,2017,OCT THRU DEC,Florida,12,Varroa_mites,41.4,FL
666,SURVEY,2016,JAN THRU MAR,Florida,12,Disease,0.4,FL
667,SURVEY,2016,JAN THRU MAR,Florida,12,Other,1.8,FL
668,SURVEY,2016,JAN THRU MAR,Florida,12,Pesticides,4.9,FL
669,SURVEY,2016,JAN THRU MAR,Florida,12,Pests_excl_Varroa,5.8,FL
670,SURVEY,2016,JAN THRU MAR,Florida,12,Unknown,1.4,FL
671,SURVEY,2016,JAN THRU MAR,Florida,12,Varroa_mites,23.6,FL
672,SURVEY,2016,APR THRU JUN,Florida,12,Disease,10.0,FL
673,SURVEY,2016,APR THRU JUN,Florida,12,Other,10.1,FL
674,SURVEY,2016,APR THRU JUN,Florida,12,Pesticides,11.6,FL
675,SURVEY,2016,APR THRU JUN,Florida,12,Pests_excl_Varroa,23.3,FL
676,SURVEY,2016,APR THRU JUN,Florida,12,Unknown,2.0,FL
677,SURVEY,2016,APR THRU JUN,Florida,12,Varroa_mites,48.2,FL
678,SURVEY,2016,JUL THRU SEP,Florida,12,Disease,2.7,FL
679,SURVEY,2016,JUL THRU SEP,Florida,12,Other,8.5,FL
680,SURVEY,2016,JUL THRU SEP,Florida,12,Pesticides,9.9,FL
