,Program,Year,Period,State,ANSI,Affected by,Pct of Colonies Impacted,state_code
843,SURVEY,2018,OCT THRU DEC,Hawaii,15,Pests_excl_Varroa,83.3,HI
844,SURVEY,2018,OCT THRU DEC,Hawaii,15,Unknown,0.0,HI
845,SURVEY,2018,OCT THRU DEC,Hawaii,15,Varroa_mites,70.5,HI
846,SURVEY,2017,JAN THRU MAR,Hawaii,15,Disease,0.2,HI
847,SURVEY,2017,JAN THRU MAR,Hawaii,15,Other,0.1,HI
848,SURVEY,2017,JAN THRU MAR,Hawaii,15,Pesticides,0.0,HI
849,SURVEY,2017,JAN THRU MAR,Hawaii,15,Pests_excl_Varroa,2.1,HI
850,SURVEY,2017,JAN THRU MAR,Hawaii,15,Unknown,0.1,HI
851,SURVEY,2017,JAN THRU MAR,Hawaii,15,Varroa_mites,1.2,HI
852,SURVEY,2017,APR THRU JUN,Hawaii,15,Disease,0.0,HI
853,SURVEY,2017,APR THRU JUN,Hawaii,15,Other,0.4,HI
854,SURVEY,2017,APR THRU JUN,Hawaii,15,Pesticides,0.0,HI
855,SURVEY,2017,APR THRU JUN,Hawaii,15,Pests_excl_Varroa,3.7,HI
856,SURVEY,2017,APR THRU JUN,Hawaii,15,Unknown,0.0,HI
857,SURVEY,2017,APR THRU JUN,Hawaii,15,Varroa_mites,88.9,HI
858,SURVEY,2017,JUL THRU SEP,Hawaii,15,Disease,0.3,HI
859,SURVEY,2017,JUL THRU SEP,Hawaii,15,Other,2.0,HI
860,SURVEY,2017,JUL THRU SEP,Hawaii,15,Pesticides,0.0,HI
861,SURVEY,2017,JUL THRU SEP,Hawaii,15,Pests_excl_Varroa,4.3,HI
862,SURVEY,2017,JUL THRU SEP,Hawaii,15,Unknown,0.0,HI
863,SURVEY,2017,JUL THRU SEP,Hawaii,15,Varroa_mites,2.8,HI
864,SURVEY,2017,OCT THRU DEC,Hawaii,15,Disease,0.1,HI
865,SURVEY,2017,OCT THRU DEC,Hawaii,15,Other,0.1,HI
866,SURVEY,2017,OCT THRU DEC,Hawaii,15,Pesticides,0.0,HI
867,SURVEY,2017,OCT THRU DEC,Hawaii,15,Pests_excl_Varroa,66.1,HI
868,SURVEY,2017,OCT THRU DEC,Hawaii,15,Unknown,0.0,HI
869,SURVEY,2017,OCT THRU DEC,Hawaii,15,Varroa_mites,57.2,HI
870,SURVEY,2016,JAN THRU MAR,Hawaii,15,Disease,0.0,HI
871,SURVEY,2016,JAN THRU MAR,Hawaii,15,Other,0.8,HI
872,SURVEY,2016,JAN THRU MAR,Hawaii,15,Pesticides,0.1,HI
873,SURVEY,2016,JAN THRU MAR,Hawaii,15,Pests_excl_Varroa,1.5,HI
874,SURVEY,2016,JAN THRU MAR,Hawaii,15,Unknown,0.0,HI
875,SURVEY,2016,JAN THRU MAR,Hawaii,15,Varroa_mites,0.3,HI
876,SURVEY,2016,APR THRU JUN,Hawaii,15,Disease,0.0,HI
877,SURVEY,2016,APR THRU JUN,Hawaii,15,Other,3.2,HI
878,SURVEY,2016,APR THRU JUN,Hawaii,15,Pesticides,0.6,HI
879,SURVEY,2016,APR THRU JUN,Hawaii,15,Pests_excl_Varroa,38.1,HI
880,SURVEY,2016,APR THRU JUN,Hawaii,15,Unknown,0.0,HI
881,SURVEY,2016,APR THRU JUN,Hawaii,15,Varroa_mites,35.6,HI
882,SURVEY,2016,JUL THRU SEP,Hawaii,15,Disease,0.1,HI
883,SURVEY,2016,JUL THRU SEP,Hawaii,15,Other,0.0,HI
884,SURVEY,2016,JUL THRU SEP,Hawaii,15,Pesticides,0.8,HI
885,SURVEY,2016,JUL THRU SEP,Hawaii,15,Pests_excl_Varroa,75.3,HI
886,SURVEY,2016,JUL THRU SEP,Hawaii,15,Unknown,0.0,HI
887,SURVEY,2016,JUL THRU SEP,Hawaii,15,Varroa_mites,67.8,HI
888,SURVEY,2016,OCT THRU DEC,Hawaii,15,Disease,0.0,HI
889,SURVEY,2016,OCT THRU DEC,Hawaii,15,Other,0.2,HI
890,SURVEY,2016,OCT THRU DEC,Hawaii,15,Pesticides,0.1,HI
891,SURVEY,2016,OCT THRU DEC,Hawaii,15,Pests_excl_Varroa,40.8,HI
892,SURVEY,2016,OCT THRU DEC,Hawaii,15,Unknown,0.1,HI
893,SURVEY,2016,OCT THRU DEC,Hawaii,15,Varroa_mites,39.9,HI
894,SURVEY,2015,JAN THRU MAR,Hawaii,15,Disease,1.6,HI
895,SURVEY,2015,JAN THRU MAR,Hawaii,15,Other,2.0,HI
896,SURVEY,2015,JAN THRU MAR,Hawaii,15,Pesticides,0.0,HI
897,SURVEY,2015,JAN THRU MAR,Hawaii,15,Pests_excl_Varroa,37.7,HI
898,SURVEY,2015,JAN THRU MAR,Hawaii,15,Unknown,0.0,HI
899,SURVEY,2015,JAN THRU MAR,Hawaii,15,Varroa_mites,38.8,HI
900,SURVEY,2015,APR THRU JUN,Hawaii,15,Disease,0.3,HI
901,SURVEY,2015,APR THRU JUN,Hawaii,15,Other,3.2,HI
902,SURVEY,2015,APR THRU JUN,Hawaii,15,Pesticides,0.1,HI
903,SURVEY,2015,APR THRU JUN,Hawaii,15,Pests_excl_Varroa,61.0,HI
904,SURVEY,2015,APR THRU JUN,Hawaii,15,Unknown,0.1,HI
905,SURVEY,2015,APR THRU JUN,Hawaii,15,Varroa_mites,60.1,HI
906,SURVEY,2015,JUL THRU SEP,Hawaii,15,Disease,0.1,HI
907,SURVEY,2015,JUL THRU SEP,Hawaii,15,Other,2.5,HI
908,SURVEY,2015,JUL THRU SEP,Hawaii,15,Pesticides,0.1,HI
909,SURVEY,2015,JUL THRU SEP,Hawaii,15,Pests_excl_Varroa,80.5,HI
910,SURVEY,2015,JUL THRU SEP,Hawaii,15,Unknown,0.0,HI
911,SURVEY,2015,JUL THRU SEP,Hawaii,15,Varroa_mites,78.1,HI
912,SURVEY,2015,OCT THRU DEC,Hawaii,15,Disease,0.2,HI
913,SURVEY,2015,OCT THRU DEC,Hawaii,15,Other,0.0,HI
914,SURVEY,2015,OCT THRU DEC,Hawaii,15,Pesticides,0.0,HI
915,SURVEY,2015,OCT THRU DEC,Hawaii,15,Pests_excl_Varroa,33.9,HI
916,SURVEY,2015,OCT THRU DEC,Hawaii,15,Unknown,0.0,HI
917,SURVEY,2015,OCT THRU DEC,Hawaii,15,Varroa_mites,31.0,HI
918,SURVEY,2019,JAN THRU MAR,Idaho,16,Disease,8.0,ID
919,SURVEY,2019,JAN THRU MAR,Idaho,16,Other,8.6,ID
920,SURVEY,2019,JAN THRU MAR,Idaho,16,Pesticides,9.2,ID
921,SURVEY,2019,JAN THRU MAR,Idaho,16,Pests_excl_Varroa,8.0,ID
922,SURVEY,2019,JAN THRU MAR,Idaho,16,Unknown,0.0,ID
923,SURVEY,2019,JAN THRU MAR,Idaho,16,Varroa_mites,24.5,ID
924,SURVEY,2018,JAN THRU MAR,Idaho,16,Disease,0.8,ID
925,SURVEY,2018,JAN THRU MAR,Idaho,16,Other,3.4,ID
926,SURVEY,2018,JAN THRU MAR,Idaho,16,Pesticides,3.4,ID
927,SURVEY,2018,JAN THRU MAR,Idaho,16,Pests_excl_Varroa,5.7,ID
928,SURVEY,2018,JAN THRU MAR,Idaho,16,Unknown,0.4,ID
929,SURVEY,2018,JAN THRU MAR,Idaho,16,Varroa_mites,28.3,ID
930,SURVEY,2018,APR THRU JUN,Idaho,16,Disease,3.0,ID
931,SURVEY,2018,APR THRU JUN,Idaho,16,Other,4.1,ID
932,SURVEY,2018,APR THRU JUN,Idaho,16,Pesticides,18.5,ID
933,SURVEY,2018,APR THRU JUN,Idaho,16,Pests_excl_Varroa,3.7,ID
934,SURVEY,2018,APR THRU JUN,Idaho,16,Unknown,4.4,ID
935,SURVEY,2018,APR THRU JUN,Idaho,16,Varroa_mites,51.6,ID
936,SURVEY,2018,JUL THRU SEP,Idaho,16,Disease,14.6,ID
937,SURVEY,2018,JUL THRU SEP,Idaho,16,Other,13.8,ID
938,SURVEY,2018,JUL THRU SEP,Idaho,16,Pesticides,26.5,ID
939,SURVEY,2018,JUL THRU SEP,Idaho,16,Pests_excl_Varroa,5.4,ID
940,SURVEY,2018,JUL THRU SEP,Idaho,16,Unknown,5.7,ID
941,SURVEY,2018,JUL THRU SEP,Idaho,16,Varroa_mites,83.6,ID
942,SURVEY,2018,OCT THRU DEC,Idaho,16,Disease,9.6,ID
943,SURVEY,2018,OCT THRU DEC,Idaho,16,Other,7.0,ID
944,SURVEY,2018,OCT THRU DEC,Idaho,16,Pesticides,15.9,ID
945,SURVEY,2018,OCT THRU DEC,Idaho,16,Pests_excl_Varroa,47.4,ID
946,SURVEY,2018,OCT THRU DEC,Idaho,16,Unknown,4.5,ID
947,SURVEY,2018,OCT THRU DEC,Idaho,16,Varroa_mites,64.9,ID
948,SURVEY,2017,JAN THRU MAR,Idaho,16,Disease,42.3,ID
949,SURVEY,2017,JAN THRU MAR,Idaho,16,Other,1.7,ID
950,SURVEY,2017,JAN THRU MAR,Idaho,16,Pesticides,21.2,ID
951,SURVEY,2017,JAN THRU MAR,Idaho,16,Pests_excl_Varroa,42.3,ID
952,SURVEY,2017,JAN THRU MAR,Idaho,16,Unknown,0.4,ID
953,SURVEY,2017,JAN THRU MAR,Idaho,16,Varroa_mites,74.2,ID
954,SURVEY,2017,APR THRU JUN,Idaho,16,Disease,4.0,ID
955,SURVEY,2017,APR THRU JUN,Idaho,16,Other,7.8,ID
956,SURVEY,2017,APR THRU JUN,Idaho,16,Pesticides,8.3,ID
957,SURVEY,2017,APR THRU JUN,Idaho,16,Pests_excl_Varroa,6.4,ID
958,SURVEY,2017,APR THRU JUN,Idaho,16,Unknown,4.8,ID
959,SURVEY,2017,APR THRU JUN,Idaho,16,Varroa_mites,30.5,ID
960,SURVEY,2017,JUL THRU SEP,Idaho,16,Disease,6.7,ID
961,SURVEY,2017,JUL THRU SEP,Idaho,16,Other,9.5,ID
962,SURVEY,2017,JUL THRU SEP,Idaho,16,Pesticides,15.5,ID
963,SURVEY,2017,JUL THRU SEP,Idaho,16,Pests_excl_Varroa,19.1,ID
964,SURVEY,2017,JUL THRU SEP,Idaho,16,Unknown,5.1,ID
965,SURVEY,2017,JUL THRU SEP,Idaho,16,Varroa_mites,53.7,ID
966,SURVEY,2017,OCT THRU DEC,Idaho,16,Disease,17.7,ID
967,SURVEY,2017,OCT THRU DEC,Idaho,16,Other,1.7,ID
968,SURVEY,2017,OCT THRU DEC,Idaho,16,Pesticides,14.9,ID
969,SURVEY,2017,OCT THRU DEC,Idaho,16,Pests_excl_Varroa,16.9,ID
970,SURVEY,2017,OCT THRU DEC,Idaho,16,Unknown,0.2,ID
971,SURVEY,2017,OCT THRU DEC,Idaho,16,Varroa_mites,34.0,ID
972,SURVEY,2016,JAN THRU MAR,Idaho,16,Disease,2.1,ID
973,SURVEY,2016,JAN THRU MAR,Idaho,16,Other,5.4,ID
974,SURVEY,2016,JAN THRU MAR,Idaho,16,Pesticides,5.9,ID
975,SURVEY,2016,JAN THRU MAR,Idaho,16,Pests_excl_Varroa,2.3,ID
976,SURVEY,2016,JAN THRU MAR,Idaho,16,Unknown,1.4,ID
977,SURVEY,2016,JAN THRU MAR,Idaho,16,Varroa_mites,31.5,ID
978,SURVEY,2016,APR THRU JUN,Idaho,16,Disease,2.7,ID
979,SURVEY,2016,APR THRU JUN,Idaho,16,Other,5.4,ID
980,SURVEY,2016,APR THRU JUN,Idaho,16,Pesticides,3.1,ID
981,SURVEY,2016,APR THRU JUN,Idaho,16,Pests_excl_Varroa,4.8,ID
982,SURVEY,2016,APR THRU JUN,Idaho,16,Unknown,2.7,ID
983,SURVEY,2016,APR THRU JUN,Idaho,16,Varroa_mites,21.2,ID
984,SURVEY,2016,JUL THRU SEP,Idaho,16,Disease,4.5,ID
985,SURVEY,2016,JUL THRU SEP,Idaho,16,Other,6.0,ID
986,SURVEY,2016,JUL THRU SEP,Idaho,16,Pesticides,7.6,ID
987,SURVEY,2016,JUL THRU SEP,Idaho,16,Pests_excl_Varroa,4.7,ID
988,SURVEY,2016,JUL THRU SEP,Idaho,16,Unknown,3.3,ID
989,SURVEY,2016,JUL THRU SEP,Idaho,16,Varroa_mites,25.3,ID
990,SURVEY,2016,OCT THRU DEC,Idaho,16,Disease,4.8,ID
991,SURVEY,2016,OCT THRU DEC,Idaho,16,Other,4.2,ID
992,SURVEY,2016,OCT THRU DEC,Idaho,16,Pesticides,0.2,ID
993,SURVEY,2016,OCT THRU DEC,Idaho,16,Pests_excl_Varroa,0.8,ID
994,SURVEY,2016,OCT THRU DEC,Idaho,16,Unknown,3.0,ID
995,SURVEY,2016,OCT THRU DEC,Idaho,16,Varroa_mites,31.9,ID
996,SURVEY,2015,JAN THRU MAR,Idaho,16,Disease,12.5,ID
997,SURVEY,2015,JAN THRU MAR,Idaho,16,Other,8.9,ID
998,SURVEY,2015,JAN THRU MAR,Idaho,16,Pesticides,4.8,ID
999,SURVEY,2015,JAN THRU MAR,Idaho,16,Pests_excl_Varroa,6.7,ID
1000,SURVEY,2015,JAN THRU MAR,Idaho,16,Unknown,4.9,ID
1001,SURVEY,2015,JAN THRU MAR,Idaho,16,Varroa_mites,39.8,ID
1002,SURVEY,2015,APR THRU JUN,Idaho,16,Disease,6.5,ID
1003,SURVEY,2015,APR THRU JUN,Idaho,16,Other,13.7,ID
1004,SURVEY,2015,APR THRU JUN,Idaho,16,Pesticides,6.0,ID
1005,SURVEY,2015,APR THRU JUN,Idaho,16,Pests_excl_Varroa,6.7,ID
1006,SURVEY,2015,APR THRU JUN,Idaho,16,Unknown,0.3,ID
1007,SURVEY,2015,APR THRU JUN,Idaho,16,Varroa_mites,25.5,ID
1008,SURVEY,2015,JUL THRU SEP,Idaho,16,Disease,1.7,ID
1009,SURVEY,2015,JUL THRU SEP,Idaho,16,Other,2.2,ID
1010,SURVEY,2015,JUL THRU SEP,Idaho,16,Pesticides,10.0,ID
1011,SURVEY,2015,JUL THRU SEP,Idaho,16,Pests_excl_Varroa,5.2,ID
1012,SURVEY,2015,JUL THRU SEP,Idaho,16,Unknown,6.4,ID
1013,SURVEY,2015,JUL THRU SEP,Idaho,16,Varroa_mites,46.8,ID
1014,SURVEY,2015,OCT THRU DEC,Idaho,16,Disease,4.3,ID
1015,SURVEY,2015,OCT THRU DEC,Idaho,16,Other,2.8,ID
1016,SURVEY,2015,OCT THRU DEC,Idaho,16,Pesticides,4.0,ID
1017,SURVEY,2015,OCT THRU DEC,Idaho,16,Pests_excl_Varroa,0.6,ID
1018,SURVEY,2015,OCT THRU DEC,Idaho,16,Unknown,4.5,ID
1019,SURVEY,2015,OCT THRU DEC,Idaho,16,Varroa_mites,38.9,ID
1020,SURVEY,2019,JAN THRU MAR,Illinois,17,Disease,3.1,IL
1021,SURVEY,2019,JAN THRU MAR,Illinois,17,Other,15.5,IL
1022,SURVEY,2019,JAN THRU MAR,Illinois,17,Pesticides,0.7,IL
1023,SURVEY,2019,JAN THRU MAR,Illinois,17,Pests_excl_Varroa,14.7,IL
1024,SURVEY,2019,JAN THRU MAR,Illinois,17,Unknown,10.1,IL
1025,SURVEY,2019,JAN THRU MAR,Illinois,17,Varroa_mites,33.3,IL
1026,SURVEY,2018,JAN THRU MAR,Illinois,17,Disease,3.6,IL
1027,SURVEY,2018,JAN THRU MAR,Illinois,17,Other,10.4,IL
1028,SURVEY,2018,JAN THRU MAR,Illinois,17,Pesticides,3.5,IL
1029,SURVEY,2018,JAN THRU MAR,Illinois,17,Pests_excl_Varroa,11.2,IL
1030,SURVEY,2018,JAN THRU MAR,Illinois,17,Unknown,10.9,IL
1031,SURVEY,2018,JAN THRU MAR,Illinois,17,Varroa_mites,25.7,IL
1032,SURVEY,2018,APR THRU JUN,Illinois,17,Disease,6.7,IL
1033,SURVEY,2018,APR THRU JUN,Illinois,17,Other,9.9,IL
1034,SURVEY,2018,APR THRU JUN,Illinois,17,Pesticides,6.6,IL
1035,SURVEY,2018,APR THRU JUN,Illinois,17,Pests_excl_Varroa,7.8,IL
1036,SURVEY,2018,APR THRU JUN,Illinois,17,Unknown,2.4,IL
1037,SURVEY,2018,APR THRU JUN,Illinois,17,Varroa_mites,13.7,IL
1038,SURVEY,2018,JUL THRU SEP,Illinois,17,Disease,2.1,IL
1039,SURVEY,2018,JUL THRU SEP,Illinois,17,Other,1.5,IL
1040,SURVEY,2018,JUL THRU SEP,Illinois,17,Pesticides,5.1,IL
1041,SURVEY,2018,JUL THRU SEP,Illinois,17,Pests_excl_Varroa,10.6,IL
1042,SURVEY,2018,JUL THRU SEP,Illinois,17,Unknown,7.0,IL
1043,SURVEY,2018,JUL THRU SEP,Illinois,17,Varroa_mites,21.2,IL
1044,SURVEY,2018,OCT THRU DEC,Illinois,17,Disease,2.4,IL
1045,SURVEY,2018,OCT THRU DEC,Illinois,17,Other,6.9,IL
1046,SURVEY,2018,OCT THRU DEC,Illinois,17,Pesticides,2.8,IL
1047,SURVEY,2018,OCT THRU DEC,Illinois,17,Pests_excl_Varroa,13.1,IL
1048,SURVEY,2018,OCT THRU DEC,Illinois,17,Unknown,5.7,IL
1049,SURVEY,2018,OCT THRU DEC,Illinois,17,Varroa_mites,27.2,IL
1050,SURVEY,2017,JAN THRU MAR,Illinois,17,Disease,0.5,IL
1051,SURVEY,2017,JAN THRU MAR,Illinois,17,Other,9.9,IL
1052,SURVEY,2017,JAN THRU MAR,Illinois,17,Pesticides,3.7,IL
1053,SURVEY,2017,JAN THRU MAR,Illinois,17,Pests_excl_Varroa,13.1,IL
1054,SURVEY,2017,JAN THRU MAR,Illinois,17,Unknown,8.0,IL
1055,SURVEY,2017,JAN THRU MAR,Illinois,17,Varroa_mites,21.2,IL
1056,SURVEY,2017,APR THRU JUN,Illinois,17,Disease,0.7,IL
1057,SURVEY,2017,APR THRU JUN,Illinois,17,Other,5.6,IL
1058,SURVEY,2017,APR THRU JUN,Illinois,17,Pesticides,3.0,IL
1059,SURVEY,2017,APR THRU JUN,Illinois,17,Pests_excl_Varroa,4.3,IL
1060,SURVEY,2017,APR THRU JUN,Illinois,17,Unknown,1.5,IL
1061,SURVEY,2017,APR THRU JUN,Illinois,17,Varroa_mites,11.3,IL
1062,SURVEY,2017,JUL THRU SEP,Illinois,17,Disease,2.8,IL
1063,SURVEY,2017,JUL THRU SEP,Illinois,17,Other,4.6,IL
1064,SURVEY,2017,JUL THRU SEP,Illinois,17,Pesticides,2.8,IL
1065,SURVEY,2017,JUL THRU SEP,Illinois,17,Pests_excl_Varroa,14.2,IL
1066,SURVEY,2017,JUL THRU SEP,Illinois,17,Unknown,3.3,IL
1067,SURVEY,2017,JUL THRU SEP,Illinois,17,Varroa_mites,29.9,IL
1068,SURVEY,2017,OCT THRU DEC,Illinois,17,Disease,0.8,IL
1069,SURVEY,2017,OCT THRU DEC,Illinois,17,Other,4.9,IL
1070,SURVEY,2017,OCT THRU DEC,Illinois,17,Pesticides,7.9,IL
1071,SURVEY,2017,OCT THRU DEC,Illinois,17,Pests_excl_Varroa,10.2,IL
1072,SURVEY,2017,OCT THRU DEC,Illinois,17,Unknown,4.9,IL
1073,SURVEY,2017,OCT THRU DEC,Illinois,17,Varroa_mites,28.9,IL
1074,SURVEY,2016,JAN THRU MAR,Illinois,17,Disease,0.3,IL
1075,SURVEY,2016,JAN THRU MAR,Illinois,17,Other,4.6,IL
1076,SURVEY,2016,JAN THRU MAR,Illinois,17,Pesticides,2.6,IL
1077,SURVEY,2016,JAN THRU MAR,Illinois,17,Pests_excl_Varroa,6.4,IL
1078,SURVEY,2016,JAN THRU MAR,Illinois,17,Unknown,8.6,IL
1079,SURVEY,2016,JAN THRU MAR,Illinois,17,Varroa_mites,12.4,IL
1080,SURVEY,2016,APR THRU JUN,Illinois,17,Disease,2.0,IL
1081,SURVEY,2016,APR THRU JUN,Illinois,17,Other,4.7,IL
1082,SURVEY,2016,APR THRU JUN,Illinois,17,Pesticides,3.1,IL
1083,SURVEY,2016,APR THRU JUN,Illinois,17,Pests_excl_Varroa,4.4,IL
1084,SURVEY,2016,APR THRU JUN,Illinois,17,Unknown,2.1,IL
1085,SURVEY,2016,APR THRU JUN,Illinois,17,Varroa_mites,11.4,IL
1086,SURVEY,2016,JUL THRU SEP,Illinois,17,Disease,0.7,IL
1087,SURVEY,2016,JUL THRU SEP,Illinois,17,Other,2.9,IL
1088,SURVEY,2016,JUL THRU SEP,Illinois,17,Pesticides,4.3,IL
1089,SURVEY,2016,JUL THRU SEP,Illinois,17,Pests_excl_Varroa,7.9,IL
1090,SURVEY,2016,JUL THRU SEP,Illinois,17,Unknown,1.6,IL
1091,SURVEY,2016,JUL THRU SEP,Illinois,17,Varroa_mites,17.4,IL
1092,SURVEY,2016,OCT THRU DEC,Illinois,17,Disease,1.2,IL
1093,SURVEY,2016,OCT THRU DEC,Illinois,17,Other,3.9,IL
1094,SURVEY,2016,OCT THRU DEC,Illinois,17,Pesticides,5.6,IL
1095,SURVEY,2016,OCT THRU DEC,Illinois,17,Pests_excl_Varroa,11.7,IL
1096,SURVEY,2016,OCT THRU DEC,Illinois,17,Unknown,4.8,IL
1097,SURVEY,2016,OCT THRU DEC,Illinois,17,Varroa_mites,27.8,IL
1098,SURVEY,2015,JAN THRU MAR,Illinois,17,Disease,0.7,IL
1099,SURVEY,2015,JAN THRU MAR,Illinois,17,Other,12.6,IL
1100,SURVEY,2015,JAN THRU MAR,Illinois,17,Pesticides,0.4,IL
1101,SURVEY,2015,JAN THRU MAR,Illinois,17,Pests_excl_Varroa,6.9,IL
1102,SURVEY,2015,JAN THRU MAR,Illinois,17,Unknown,11.6,IL
1103,SURVEY,2015,JAN THRU MAR,Illinois,17,Varroa_mites,12.3,IL
1104,SURVEY,2015,APR THRU JUN,Illinois,17,Disease,0.2,IL
1105,SURVEY,2015,APR THRU JUN,Illinois,17,Other,2.3,IL
1106,SURVEY,2015,APR THRU JUN,Illinois,17,Pesticides,2.5,IL
1107,SURVEY,2015,APR THRU JUN,Illinois,17,Pests_excl_Varroa,3.7,IL
1108,SURVEY,2015,APR THRU JUN,Illinois,17,Unknown,2.4,IL
1109,SURVEY,2015,APR THRU JUN,Illinois,17,Varroa_mites,10.3,IL
1110,SURVEY,2015,JUL THRU SEP,Illinois,17,Disease,0.6,IL
1111,SURVEY,2015,JUL THRU SEP,Illinois,17,Other,3.4,IL
1112,SURVEY,2015,JUL THRU SEP,Illinois,17,Pesticides,0.4,IL
1113,SURVEY,2015,JUL THRU SEP,Illinois,17,Pests_excl_Varroa,3.0,IL
1114,SURVEY,2015,JUL THRU SEP,Illinois,17,Unknown,1.0,IL
1115,SURVEY,2015,JUL THRU SEP,Illinois,17,Varroa_mites,7.7,IL
1116,SURVEY,2015,OCT THRU DEC,Illinois,17,Disease,0.3,IL
1117,SURVEY,2015,OCT THRU DEC,Illinois,17,Other,1.0,IL
1118,SURVEY,2015,OCT THRU DEC,Illinois,17,Pesticides,0.9,IL
1119,SURVEY,2015,OCT THRU DEC,Illinois,17,Pests_excl_Varroa,2.5,IL
1120,SURVEY,2015,OCT THRU DEC,Illinois,17,Unknown,3.1,IL
1121,SURVEY,2015,OCT THRU DEC,Illinois,17,Varroa_mites,9.4,IL
1122,SURVEY,2019,JAN THRU MAR,Indiana,18,Disease,2.6,IN
1123,SURVEY,2019,JAN THRU MAR,Indiana,18,Other,7.1,IN
1124,SURVEY,2019,JAN THRU MAR,Indiana,18,Pesticides,5.5,IN
1125,SURVEY,2019,JAN THRU MAR,Indiana,18,Pests_excl_Varroa,8.8,IN
1126,SURVEY,2019,JAN THRU MAR,Indiana,18,Unknown,1.7,IN
1127,SURVEY,2019,JAN THRU MAR,Indiana,18,Varroa_mites,15.6,IN
1128,SURVEY,2018,JAN THRU MAR,Indiana,18,Disease,3.0,IN
1129,SURVEY,2018,JAN THRU MAR,Indiana,18,Other,9.9,IN
1130,SURVEY,2018,JAN THRU MAR,Indiana,18,Pesticides,0.5,IN
1131,SURVEY,2018,JAN THRU MAR,Indiana,18,Pests_excl_Varroa,8.3,IN
1132,SURVEY,2018,JAN THRU MAR,Indiana,18,Unknown,3.7,IN
1133,SURVEY,2018,JAN THRU MAR,Indiana,18,Varroa_mites,33.4,IN
1134,SURVEY,2018,APR THRU JUN,Indiana,18,Disease,0.4,IN
1135,SURVEY,2018,APR THRU JUN,Indiana,18,Other,1.3,IN
1136,SURVEY,2018,APR THRU JUN,Indiana,18,Pesticides,4.5,IN
1137,SURVEY,2018,APR THRU JUN,Indiana,18,Pests_excl_Varroa,3.5,IN
1138,SURVEY,2018,APR THRU JUN,Indiana,18,Unknown,1.1,IN
1139,SURVEY,2018,APR THRU JUN,Indiana,18,Varroa_mites,78.0,IN
1140,SURVEY,2018,JUL THRU SEP,Indiana,18,Disease,1.4,IN
1141,SURVEY,2018,JUL THRU SEP,Indiana,18,Other,5.0,IN
1142,SURVEY,2018,JUL THRU SEP,Indiana,18,Pesticides,20.6,IN
1143,SURVEY,2018,JUL THRU SEP,Indiana,18,Pests_excl_Varroa,12.2,IN
1144,SURVEY,2018,JUL THRU SEP,Indiana,18,Unknown,0.5,IN
1145,SURVEY,2018,JUL THRU SEP,Indiana,18,Varroa_mites,29.5,IN
1146,SURVEY,2018,OCT THRU DEC,Indiana,18,Disease,23.8,IN
1147,SURVEY,2018,OCT THRU DEC,Indiana,18,Other,35.4,IN
1148,SURVEY,2018,OCT THRU DEC,Indiana,18,Pesticides,64.6,IN
1149,SURVEY,2018,OCT THRU DEC,Indiana,18,Pests_excl_Varroa,21.3,IN
1150,SURVEY,2018,OCT THRU DEC,Indiana,18,Unknown,2.3,IN
1151,SURVEY,2018,OCT THRU DEC,Indiana,18,Varroa_mites,51.3,IN
1152,SURVEY,2017,JAN THRU MAR,Indiana,18,Disease,5.2,IN
1153,SURVEY,2017,JAN THRU MAR,Indiana,18,Other,10.4,IN
1154,SURVEY,2017,JAN THRU MAR,Indiana,18,Pesticides,4.1,IN
1155,SURVEY,2017,JAN THRU MAR,Indiana,18,Pests_excl_Varroa,8.0,IN
1156,SURVEY,2017,JAN THRU MAR,Indiana,18,Unknown,7.1,IN
1157,SURVEY,2017,JAN THRU MAR,Indiana,18,Varroa_mites,15.8,IN
1158,SURVEY,2017,APR THRU JUN,Indiana,18,Disease,0.1,IN
1159,SURVEY,2017,APR THRU JUN,Indiana,18,Other,8.6,IN
1160,SURVEY,2017,APR THRU JUN,Indiana,18,Pesticides,43.3,IN
1161,SURVEY,2017,APR THRU JUN,Indiana,18,Pests_excl_Varroa,2.1,IN
1162,SURVEY,2017,APR THRU JUN,Indiana,18,Unknown,1.2,IN
1163,SURVEY,2017,APR THRU JUN,Indiana,18,Varroa_mites,5.5,IN
1164,SURVEY,2017,JUL THRU SEP,Indiana,18,Disease,0.4,IN
1165,SURVEY,2017,JUL THRU SEP,Indiana,18,Other,3.8,IN
1166,SURVEY,2017,JUL THRU SEP,Indiana,18,Pesticides,3.9,IN
1167,SURVEY,2017,JUL THRU SEP,Indiana,18,Pests_excl_Varroa,5.9,IN
1168,SURVEY,2017,JUL THRU SEP,Indiana,18,Unknown,2.0,IN
1169,SURVEY,2017,JUL THRU SEP,Indiana,18,Varroa_mites,13.9,IN
1170,SURVEY,2017,OCT THRU DEC,Indiana,18,Disease,1.7,IN
1171,SURVEY,2017,OCT THRU DEC,Indiana,18,Other,3.9,IN
1172,SURVEY,2017,OCT THRU DEC,Indiana,18,Pesticides,0.7,IN
1173,SURVEY,2017,OCT THRU DEC,Indiana,18,Pests_excl_Varroa,5.6,IN
1174,SURVEY,2017,OCT THRU DEC,Indiana,18,Unknown,8.0,IN
1175,SURVEY,2017,OCT THRU DEC,Indiana,18,Varroa_mites,23.5,IN
